code,code_system,paraphrased_desc,short_desc,category,license_status,version_year
M2,HCPCS,Medicare secondary payer (msp),Medicare secondary payer,Medical Services,free,2025
MA,HCPCS,Ordering professional is not required to consult a clinical decision support,Emer med cond susp/confirm,Medical Services,free,2025
MA,HCPCS,mechanism due to service being rendered to a patient with a suspected or,,Medical Services,free,2025
MA,HCPCS,confirmed emergency medical condition,,Medical Services,free,2025
MB,HCPCS,Ordering professional is not required to consult a clinical decision support,"Auc hardship, insuf internet",Medical Services,free,2025
MB,HCPCS,mechanism due to the significant hardship exception of insufficient internet,,Medical Services,free,2025
MB,HCPCS,access,,Medical Services,free,2025
MC,HCPCS,Ordering professional is not required to consult a clinical decision support,"Auc hardship, vendor issues",Medical Services,free,2025
MC,HCPCS,mechanism due to the significant hardship exception of electronic health record,,Medical Services,free,2025
MC,HCPCS,or clinical decision support mechanism vendor issues,,Medical Services,free,2025
MD,HCPCS,Ordering professional is not required to consult a clinical decision support,"Auc hardship, extreme circ",Medical Services,free,2025
MD,HCPCS,mechanism due to the significant hardship exception of extreme and,,Medical Services,free,2025
MD,HCPCS,uncontrollable circumstances,,Medical Services,free,2025
ME,HCPCS,The order for this service adheres to appropriate use criteria in the clinical,Order adheres to auc,Medical Services,free,2025
ME,HCPCS,decision support mechanism consulted by the ordering professional,,Medical Services,free,2025
MF,HCPCS,The order for this service does not adhere to the appropriate use criteria in,Order does not adhere to auc,Medical Services,free,2025
MF,HCPCS,the clinical decision support mechanism consulted by the ordering professional,,Medical Services,free,2025
MG,HCPCS,The order for this service does not have applicable appropriate use criteria in,Auc not applicable to order,Medical Services,free,2025
MG,HCPCS,the qualified clinical decision support mechanism consulted by the ordering,,Medical Services,free,2025
MG,HCPCS,professional,,Medical Services,free,2025
MH,HCPCS,Unknown if ordering professional consulted a clinical decision support,Auc consult not provided,Medical Services,free,2025
MH,HCPCS,"mechanism for this service, related information was not provided to the",,Medical Services,free,2025
MH,HCPCS,furnishing professional or provider,,Medical Services,free,2025
MS,HCPCS,Six month maintenance and servicing fee for reasonable and necessary parts and,6-mo maint/svc fee parts/lbr,Medical Services,free,2025
MS,HCPCS,labor which are not covered under any manufacturer or supplier warranty,,Medical Services,free,2025
N1,HCPCS,Group 1 oxygen coverage criteria met,Group 1 oxygen cov crit met,Other,free,2025
N2,HCPCS,Group 2 oxygen coverage criteria met,Group 2 oxygen cov crit met,Other,free,2025
N3,HCPCS,Group 3 oxygen coverage criteria met,Group 3 oxygen cov crit met,Other,free,2025
NB,HCPCS,"Nebulizer system, any type, fda-cleared for use with specific drug",Drug specific nebulizer,Other,free,2025
NR,HCPCS,New when rented (use the 'nr' modifier when dme which was new at the time of,New when rented,Other,free,2025
NR,HCPCS,rental is subsequently purchased),,Other,free,2025
NU,HCPCS,New equipment,New equipment,Other,free,2025
P1,HCPCS,A normal healthy patient,Normal healthy patient,Laboratory,free,2025
P2,HCPCS,A patient with mild systemic disease,Patient w/mild syst disease,Laboratory,free,2025
P3,HCPCS,A patient with severe systemic disease,Patient w/severe sys disease,Laboratory,free,2025
P4,HCPCS,A patient with severe systemic disease that is a constant threat to life,Pt w/sev sys dis threat life,Laboratory,free,2025
P5,HCPCS,A moribund patient who is not expected to survive without the operation,Pt not expect surv w/o oper,Laboratory,free,2025
P6,HCPCS,A declared brain-dead patient whose organs are being removed for donor purposes,Brain-dead pt organs removed,Laboratory,free,2025
PA,HCPCS,Surgical or other invasive procedure on wrong body part,"Surgery, wrong body part",Laboratory,free,2025
PB,HCPCS,Surgical or other invasive procedure on wrong patient,"Surgery, wrong patient",Laboratory,free,2025
PC,HCPCS,Wrong surgery or other invasive procedure on patient,Wrong surgery on patient,Laboratory,free,2025
PD,HCPCS,Diagnostic or related non diagnostic item or service provided in a wholly owned,Inp admit w/in 3 days,Laboratory,free,2025
PD,HCPCS,or operated entity to a patient who is admitted as an inpatient within 3 days,,Laboratory,free,2025
PI,HCPCS,Positron emission tomography (pet) or pet/computed tomography (ct) to inform,Pet tumor init tx strat,Laboratory,free,2025
PI,HCPCS,the initial treatment strategy of tumors that are biopsy proven or strongly,,Laboratory,free,2025
PI,HCPCS,suspected of being cancerous based on other diagnostic testing,,Laboratory,free,2025
PL,HCPCS,Progressive addition lenses,Progressive addition lenses,Laboratory,free,2025
PM,HCPCS,Post mortem,Post mortem,Laboratory,free,2025
PN,HCPCS,"Non-excepted service provided at an off-campus, outpatient, provider-based",Non-excepted off-campus svc,Laboratory,free,2025
PN,HCPCS,department of a hospital,,Laboratory,free,2025
PO,HCPCS,"Excepted service provided at an off-campus, outpatient, provider-based",Excepted off-campus service,Laboratory,free,2025
PO,HCPCS,department of a hospital,,Laboratory,free,2025
PS,HCPCS,Positron emission tomography (pet) or pet/computed tomography (ct) to inform,Pet tumor subsq tx strategy,Laboratory,free,2025
PS,HCPCS,the subsequent treatment strategy of cancerous tumors when the beneficiary's,,Laboratory,free,2025
PS,HCPCS,treating physician determines that the pet study is needed to inform subsequent,,Laboratory,free,2025
PS,HCPCS,anti-tumor strategy,,Laboratory,free,2025
PT,HCPCS,Colorectal cancer screening test; converted to diagnostic test or other,Clrctal screen to diagn,Laboratory,free,2025
PT,HCPCS,procedure,,Laboratory,free,2025
Q0,HCPCS,Investigational clinical service provided in a clinical research study that is,Invest clinical research,Temporary,free,2025
Q0,HCPCS,in an approved clinical research study,,Temporary,free,2025
Q1,HCPCS,Routine clinical service provided in a clinical research study that is in an,Routine clinical research,Temporary,free,2025
Q1,HCPCS,approved clinical research study,,Temporary,free,2025
Q2,HCPCS,Demonstration procedure/service,"Demo procedure, service",Temporary,free,2025
Q3,HCPCS,Live kidney donor surgery and related services,Live donor surgery/services,Temporary,free,2025
Q4,HCPCS,Service for ordering/referring physician qualifies as a service exemption,Svc exempt - ordrg/rfrng md,Temporary,free,2025
Q5,HCPCS,Service furnished under a reciprocal billing arrangement by a substitute,Recip bill arr subs md or pt                           3060.6,Temporary,free,2025
Q5,HCPCS,physician or by a substitute physical therapist furnishing outpatient physical,,Temporary,free,2025
Q5,HCPCS,"therapy services in a health professional shortage area, a medically",,Temporary,free,2025
Q5,HCPCS,"underserved area, or a rural area",,Temporary,free,2025
Q6,HCPCS,Service furnished under a fee-for-time compensation arrangement by a substitute,Fee/time comp subst md or pt                           3060.7,Temporary,free,2025
Q6,HCPCS,physician or by a substitute physical therapist furnishing outpatient physical,,Temporary,free,2025
Q6,HCPCS,"therapy services in a health professional shortage area, a medically",,Temporary,free,2025
Q6,HCPCS,"underserved area, or a rural area",,Temporary,free,2025
Q7,HCPCS,One class a finding,One class a finding,Temporary,free,2025
Q8,HCPCS,Two class b findings,Two class b findings,Temporary,free,2025
Q9,HCPCS,One class b and two class c findings,1 class b & 2 class c fndngs,Temporary,free,2025
QA,HCPCS,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg sta day/night o2 < 1 lpm,Temporary,free,2025
QA,HCPCS,nighttime use differ and the average of the two amounts is less than 1 liter,,Temporary,free,2025
QA,HCPCS,per minute (lpm),,Temporary,free,2025
QB,HCPCS,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg day/nite o2 > 4 lpm/port,Temporary,free,2025
QB,HCPCS,nighttime use differ and the average of the two amounts exceeds 4 liters per,,Temporary,free,2025
QB,HCPCS,minute (lpm) and portable oxygen is prescribed,,Temporary,free,2025
QC,HCPCS,Single channel monitoring,Single channel monitoring,Temporary,free,2025
QD,HCPCS,Recording and storage in solid state memory by a digital recorder,Rcrdg/strg in sld st memory,Temporary,free,2025
QE,HCPCS,Prescribed amount of stationary oxygen while at rest is less than 1 liter per,Stationary o2 @ rest <1 lpm,Temporary,free,2025
QE,HCPCS,minute (lpm),,Temporary,free,2025
QF,HCPCS,Prescribed amount of stationary oxygen while at rest exceeds 4 liters per,Station o2 @ rest >4lpm/port,Temporary,free,2025
QF,HCPCS,minute (lpm) and portable oxygen is prescribed,,Temporary,free,2025
QG,HCPCS,Prescribed amount of stationary oxygen while at rest is greater than 4 liters,Station o2 @ rest > 4 lpm,Temporary,free,2025
QG,HCPCS,per minute (lpm),,Temporary,free,2025
QH,HCPCS,Oxygen conserving device is being used with an oxygen delivery system,Oxygen cnsrvg dvc w del sys,Temporary,free,2025
QJ,HCPCS,"Services/items provided to a prisoner or patient in state or local custody,",Patient in state/locl custod,Temporary,free,2025
QJ,HCPCS,"however the state or local government, as applicable, meets the requirements in",,Temporary,free,2025
QJ,HCPCS,42 cfr 411.4 (b),,Temporary,free,2025
QK,HCPCS,"Medical direction of two, three, or four concurrent anesthesia procedures",Med dir 2-4 cncrnt anes proc                           3350.5,Temporary,free,2025
QK,HCPCS,involving qualified individuals,,Temporary,free,2025
QL,HCPCS,Patient pronounced dead after ambulance called,Patient died after amb call,Temporary,free,2025
QM,HCPCS,Ambulance service provided under arrangement by a provider of services,Ambulance arr by provider,Temporary,free,2025
QN,HCPCS,Ambulance service furnished directly by a provider of services,Ambulance furn by provider,Temporary,free,2025
QP,HCPCS,Documentation is on file showing that the laboratory test(s) was ordered,Individually ordered lab tst                           7517.1,Temporary,free,2025
QP,HCPCS,individually or ordered as a cpt-recognized panel other than automated profile,,Temporary,free,2025
QP,HCPCS,"codes 80002-80019, g0058, g0059, and g0060.",,Temporary,free,2025
QQ,HCPCS,Ordering professional consulted a qualified clinical decision support mechanism,Qualified cdsm consulted,Temporary,free,2025
QQ,HCPCS,for this service and the related data was provided to the furnishing,,Temporary,free,2025
QQ,HCPCS,professional,,Temporary,free,2025
QR,HCPCS,Prescribed amounts of stationary oxygen for daytime use while at rest and,Avg sta day/night o2 > 4 lpm,Temporary,free,2025
QR,HCPCS,nighttime use differ and the average of the two amounts is greater than 4,,Temporary,free,2025
QR,HCPCS,liters per minute (lpm),,Temporary,free,2025
QS,HCPCS,Monitored anesthesia care service,Monitored anesthesia care            15018I,Temporary,free,2025
QT,HCPCS,Recording and storage on tape by an analog tape recorder,Rcrdg/strg tape analog recdr,Temporary,free,2025
QW,HCPCS,Clia waived test,Clia waived test,Temporary,free,2025
QX,HCPCS,Crna service: with medical direction by a physician,Crna svc w/ md med direction,Temporary,free,2025
QY,HCPCS,Medical direction of one certified registered nurse anesthetist (crna) by an,Medically directed crna                                3350.5,Temporary,free,2025
QY,HCPCS,anesthesiologist,,Temporary,free,2025
QZ,HCPCS,Crna service: without medical direction by a physician,Crna svc w/o med dir by md,Temporary,free,2025
RA,HCPCS,"Replacement of a dme, orthotic or prosthetic item",Replacement of dme item,Radiology,free,2025
RB,HCPCS,"Replacement of a part of a dme, orthotic or prosthetic item furnished as part","Replacement part, dme item",Radiology,free,2025
RB,HCPCS,of a repair,,Radiology,free,2025
RC,HCPCS,Right coronary artery,Right coronary artery,Radiology,free,2025
RD,HCPCS,"Drug provided to beneficiary, but not administered ""incident-to""",Drug admin not incident-to,Radiology,free,2025
RE,HCPCS,Furnished in full compliance with fda-mandated risk evaluation and mitigation,Furnish full compliance rems,Radiology,free,2025
RE,HCPCS,strategy (rems),,Radiology,free,2025
RI,HCPCS,Ramus intermedius coronary artery,Ramus intermedius cor artery,Radiology,free,2025
RR,HCPCS,Rental (use the 'rr' modifier when dme is to be rented),Rental (dme),Radiology,free,2025
RT,HCPCS,Right side (used to identify procedures performed on the right side of the body),Right side,Radiology,free,2025
SA,HCPCS,Nurse practitioner rendering service in collaboration with a physician,Nurse practitioner w physici,Temporary,free,2025
SB,HCPCS,Nurse midwife,Nurse midwife,Temporary,free,2025
SC,HCPCS,Medically necessary service or supply,Medically necessary serv/sup,Temporary,free,2025
SD,HCPCS,"Services provided by registered nurse with specialized, highly technical home",Serv by home infusion rn,Temporary,free,2025
SD,HCPCS,infusion training,,Temporary,free,2025
SE,HCPCS,State and/or federally-funded programs/services,State/fed funded program/ser,Temporary,free,2025
SF,HCPCS,Second opinion ordered by a professional review organization (pro) per section,2nd opinion ordered by pro,Temporary,free,2025
